Route_ID,Trip_ID,Stop_ID,Stop_Sequence,Distance_to_Next_Stop_km,Scheduled_Arrival,Actual_Arrival,Scheduled_Departure,Actual_Departure,Attributed_Cause,Root_Cause_Detail
R-102,R-102-T-004,S-06,6,1.8,2024-03-15 07:42:28,2024-03-15 07:51:28,2024-03-15 07:43:12,2024-03-15 07:52:12,On Time,Within tolerance — 9.0m arrival variance
R-102,R-102-T-004,S-07,7,0.7,2024-03-15 07:47:55,2024-03-15 07:56:59,2024-03-15 07:48:51,2024-03-15 07:57:55,On Time,Within tolerance — 9.1m arrival variance
R-102,R-102-T-004,S-08,8,2.2,2024-03-15 07:50:40,2024-03-15 07:59:21,2024-03-15 07:51:24,2024-03-15 08:04:02,Excessive Stop Dwell Time,Minor hold at S-08 — dwell over by 4m (possible fare dispute or door fault)
R-102,R-102-T-004,S-09,9,4.7,2024-03-15 07:59:18,2024-03-15 08:11:22,2024-03-15 08:00:27,2024-03-15 08:12:31,Unrealistic Timetable,Schedule physically impossible — requires 106 km/h between S-09 and next stop (urban bus max ~50 km/h)
R-102,R-102-T-004,S-10,10,0.0,2024-03-15 08:03:07,2024-03-15 08:13:24,2024-03-15 08:06:46,2024-03-15 08:17:03,Route Congestion Pattern,"Localised bottleneck near S-10 on R-102 — isolated arrival delay of 10m, dwell normal"
R-102,R-102-T-005,S-01,1,2.4,2024-03-15 07:13:00,2024-03-15 07:13:00,2024-03-15 07:16:53,2024-03-15 07:22:27,Vehicle Turnaround Delay,Depot dispatch delay on R-102 — 6m late departure from first stop
R-102,R-102-T-005,S-02,2,2.6,2024-03-15 07:24:17,2024-03-15 07:28:44,2024-03-15 07:25:19,2024-03-15 07:29:46,On Time,Within tolerance — 4.5m arrival variance
R-102,R-102-T-005,S-03,3,0.7,2024-03-15 07:31:36,2024-03-15 07:33:23,2024-03-15 07:33:05,2024-03-15 07:34:52,On Time,Within tolerance — 1.8m arrival variance
R-102,R-102-T-005,S-04,4,1.9,2024-03-15 07:35:12,2024-03-15 07:38:27,2024-03-15 07:36:04,2024-03-15 07:39:19,On Time,Within tolerance — 3.2m arrival variance
R-102,R-102-T-005,S-05,5,0.5,2024-03-15 07:43:28,2024-03-15 07:44:00,2024-03-15 07:44:38,2024-03-15 07:45:10,On Time,Within tolerance — 0.5m arrival variance
R-102,R-102-T-005,S-06,6,2.6,2024-03-15 07:46:22,2024-03-15 07:46:22,2024-03-15 07:46:53,2024-03-15 07:46:53,On Time,Within tolerance — 0.0m arrival variance
R-102,R-102-T-005,S-07,7,1.7,2024-03-15 07:53:37,2024-03-15 07:53:37,2024-03-15 07:54:15,2024-03-15 07:54:15,On Time,Within tolerance — 0.0m arrival variance
R-102,R-102-T-005,S-08,8,1.4,2024-03-15 07:58:53,2024-03-15 08:03:39,2024-03-15 07:59:24,2024-03-15 08:04:10,On Time,Within tolerance — 4.8m arrival variance
R-102,R-102-T-005,S-09,9,4.4,2024-03-15 08:03:04,2024-03-15 08:07:07,2024-03-15 08:03:50,2024-03-15 08:07:53,Unrealistic Timetable,Schedule physically impossible — requires 111 km/h between S-09 and next stop (urban bus max ~50 km/h)
R-102,R-102-T-005,S-10,10,0.0,2024-03-15 08:06:13,2024-03-15 08:08:13,2024-03-15 08:10:13,2024-03-15 08:12:13,On Time,Within tolerance — 2.0m arrival variance
R-102,R-102-T-006,S-01,1,2.4,2024-03-15 07:27:00,2024-03-15 07:27:00,2024-03-15 07:29:36,2024-03-15 07:29:36,On Time,Within tolerance — 0.0m arrival variance
R-102,R-102-T-006,S-02,2,1.5,2024-03-15 07:35:58,2024-03-15 07:37:20,2024-03-15 07:37:25,2024-03-15 07:38:47,On Time,Within tolerance — 1.4m arrival variance
R-102,R-102-T-006,S-03,3,1.7,2024-03-15 07:42:59,2024-03-15 07:43:37,2024-03-15 07:44:20,2024-03-15 07:44:58,On Time,Within tolerance — 0.6m arrival variance
R-102,R-102-T-006,S-04,4,2.4,2024-03-15 07:49:47,2024-03-15 07:53:15,2024-03-15 07:50:36,2024-03-15 07:54:04,On Time,Within tolerance — 3.5m arrival variance
R-102,R-102-T-006,S-05,5,1.8,2024-03-15 07:56:27,2024-03-15 08:02:42,2024-03-15 07:57:36,2024-03-15 08:03:51,On Time,Within tolerance — 6.2m arrival variance
R-102,R-102-T-006,S-06,6,1.6,2024-03-15 08:03:17,2024-03-15 08:09:49,2024-03-15 08:03:53,2024-03-15 08:10:25,On Time,Within tolerance — 6.5m arrival variance
R-102,R-102-T-006,S-07,7,1.6,2024-03-15 08:09:11,2024-03-15 08:12:40,2024-03-15 08:10:38,2024-03-15 08:14:07,On Time,Within tolerance — 3.5m arrival variance
R-102,R-102-T-006,S-08,8,1.1,2024-03-15 08:14:29,2024-03-15 08:21:12,2024-03-15 08:15:31,2024-03-15 08:22:14,On Time,Within tolerance — 6.7m arrival variance
R-102,R-102-T-006,S-09,9,4.4,2024-03-15 08:18:40,2024-03-15 08:30:52,2024-03-15 08:19:21,2024-03-15 08:31:33,Unrealistic Timetable,Schedule physically impossible — requires 98 km/h between S-09 and next stop (urban bus max ~50 km/h)
R-102,R-102-T-006,S-10,10,0.0,2024-03-15 08:22:02,2024-03-15 08:35:20,2024-03-15 08:26:00,2024-03-15 08:39:18,Route Congestion Pattern,"Localised bottleneck near S-10 on R-102 — isolated arrival delay of 13m, dwell normal"
R-102,R-102-T-007,S-01,1,1.8,2024-03-15 07:40:00,2024-03-15 07:40:00,2024-03-15 07:42:17,2024-03-15 07:42:17,On Time,Within tolerance — 0.0m arrival variance
R-102,R-102-T-007,S-02,2,1.6,2024-03-15 07:48:27,2024-03-15 07:48:27,2024-03-15 07:49:42,2024-03-15 07:53:38,Excessive Stop Dwell Time,Minor hold at S-02 — dwell over by 4m (possible fare dispute or door fault)
R-102,R-102-T-007,S-03,3,2.5,2024-03-15 07:54:33,2024-03-15 07:55:54,2024-03-15 07:55:15,2024-03-15 07:56:36,On Time,Within tolerance — 1.4m arrival variance
R-102,R-102-T-007,S-04,4,1.8,2024-03-15 08:01:22,2024-03-15 08:02:42,2024-03-15 08:01:56,2024-03-15 08:03:16,On Time,Within tolerance — 1.3m arrival variance
R-102,R-102-T-007,S-05,5,0.7,2024-03-15 08:08:23,2024-03-15 08:09:21,2024-03-15 08:09:40,2024-03-15 08:10:38,On Time,Within tolerance — 1.0m arrival variance
R-102,R-102-T-007,S-06,6,1.6,2024-03-15 08:12:00,2024-03-15 08:12:00,2024-03-15 08:13:14,2024-03-15 08:13:14,On Time,Within tolerance — 0.0m arrival variance
R-102,R-102-T-007,S-07,7,2.1,2024-03-15 08:18:38,2024-03-15 08:19:50,2024-03-15 08:20:08,2024-03-15 08:21:20,On Time,Within tolerance — 1.2m arrival variance
R-102,R-102-T-007,S-08,8,2.5,2024-03-15 08:25:31,2024-03-15 08:27:14,2024-03-15 08:27:00,2024-03-15 08:28:43,On Time,Within tolerance — 1.7m arrival variance
R-102,R-102-T-007,S-09,9,5.5,2024-03-15 08:33:38,2024-03-15 08:34:23,2024-03-15 08:34:42,2024-03-15 08:39:52,Excessive Stop Dwell Time,Minor hold at S-09 — dwell over by 4m (possible fare dispute or door fault)
R-102,R-102-T-007,S-10,10,0.0,2024-03-15 08:38:13,2024-03-15 08:41:33,2024-03-15 08:40:50,2024-03-15 08:44:10,On Time,Within tolerance — 3.3m arrival variance
R-102,R-102-T-008,S-01,1,2.8,2024-03-15 07:50:00,2024-03-15 07:51:13,2024-03-15 07:52:12,2024-03-15 07:53:25,On Time,Within tolerance — 1.2m arrival variance
R-102,R-102-T-008,S-02,2,0.7,2024-03-15 08:03:12,2024-03-15 08:03:12,2024-03-15 08:04:35,2024-03-15 08:04:35,On Time,Within tolerance — 0.0m arrival variance
R-102,R-102-T-008,S-03,3,1.2,2024-03-15 08:06:50,2024-03-15 08:06:50,2024-03-15 08:07:34,2024-03-15 08:07:34,On Time,Within tolerance — 0.0m arrival variance
R-102,R-102-T-008,S-04,4,2.1,2024-03-15 08:10:29,2024-03-15 08:10:29,2024-03-15 08:10:59,2024-03-15 08:10:59,On Time,Within tolerance — 0.0m arrival variance
R-102,R-102-T-008,S-05,5,0.7,2024-03-15 08:16:02,2024-03-15 08:16:53,2024-03-15 08:17:08,2024-03-15 08:17:59,On Time,Within tolerance — 0.8m arrival variance
R-102,R-102-T-008,S-06,6,0.7,2024-03-15 08:18:59,2024-03-15 08:20:20,2024-03-15 08:19:38,2024-03-15 08:20:59,On Time,Within tolerance — 1.4m arrival variance
R-102,R-102-T-008,S-07,7,2.6,2024-03-15 08:21:46,2024-03-15 08:21:46,2024-03-15 08:22:42,2024-03-15 08:22:42,On Time,Within tolerance — 0.0m arrival variance
R-102,R-102-T-008,S-08,8,2.0,2024-03-15 08:32:52,2024-03-15 08:32:52,2024-03-15 08:33:50,2024-03-15 08:33:50,On Time,Within tolerance — 0.0m arrival variance
R-102,R-102-T-008,S-09,9,6.7,2024-03-15 08:40:41,2024-03-15 08:42:11,2024-03-15 08:41:44,2024-03-15 08:43:14,Unrealistic Timetable,Schedule physically impossible — requires 95 km/h between S-09 and next stop (urban bus max ~50 km/h)
R-102,R-102-T-008,S-10,10,0.0,2024-03-15 08:45:58,2024-03-15 08:46:16,2024-03-15 08:48:06,2024-03-15 08:48:24,On Time,Within tolerance — 0.3m arrival variance
R-102,R-102-T-009,S-01,1,0.9,2024-03-15 08:03:00,2024-03-15 08:03:00,2024-03-15 08:05:15,2024-03-15 08:05:15,On Time,Within tolerance — 0.0m arrival variance
R-102,R-102-T-009,S-02,2,2.8,2024-03-15 08:08:21,2024-03-15 08:09:07,2024-03-15 08:09:14,2024-03-15 08:10:00,On Time,Within tolerance — 0.8m arrival variance
R-102,R-102-T-009,S-03,3,1.4,2024-03-15 08:18:59,2024-03-15 08:19:05,2024-03-15 08:19:30,2024-03-15 08:19:36,On Time,Within tolerance — 0.1m arrival variance
R-102,R-102-T-009,S-04,4,0.9,2024-03-15 08:25:05,2024-03-15 08:26:32,2024-03-15 08:26:03,2024-03-15 08:27:30,On Time,Within tolerance — 1.4m arrival variance
R-102,R-102-T-009,S-05,5,3.0,2024-03-15 08:29:25,2024-03-15 08:32:22,2024-03-15 08:30:29,2024-03-15 08:33:26,On Time,Within tolerance — 3.0m arrival variance
R-102,R-102-T-009,S-06,6,1.2,2024-03-15 08:38:10,2024-03-15 08:38:10,2024-03-15 08:38:58,2024-03-15 08:38:58,On Time,Within tolerance — 0.0m arrival variance
R-102,R-102-T-009,S-07,7,0.7,2024-03-15 08:42:49,2024-03-15 08:42:49,2024-03-15 08:43:44,2024-03-15 08:43:44,On Time,Within tolerance — 0.0m arrival variance
R-102,R-102-T-009,S-08,8,2.9,2024-03-15 08:45:38,2024-03-15 08:46:21,2024-03-15 08:46:36,2024-03-15 08:47:19,On Time,Within tolerance — 0.7m arrival variance
R-102,R-102-T-009,S-09,9,4.7,2024-03-15 08:57:17,2024-03-15 08:57:17,2024-03-15 08:58:40,2024-03-15 09:02:42,Excessive Stop Dwell Time,Minor hold at S-09 — dwell over by 4m (possible fare dispute or door fault)
R-102,R-102-T-009,S-10,10,0.0,2024-03-15 09:01:36,2024-03-15 09:06:45,2024-03-15 09:04:20,2024-03-15 09:09:29,On Time,Within tolerance — 5.2m arrival variance
R-102,R-102-T-010,S-01,1,1.5,2024-03-15 08:13:00,2024-03-15 08:13:00,2024-03-15 08:15:44,2024-03-15 08:23:22,Vehicle Turnaround Delay,Depot dispatch delay on R-102 — 8m late departure from first stop
R-102,R-102-T-010,S-02,2,0.8,2024-03-15 08:20:30,2024-03-15 08:26:06,2024-03-15 08:21:52,2024-03-15 08:27:28,On Time,Within tolerance — 5.6m arrival variance
R-102,R-102-T-010,S-03,3,2.9,2024-03-15 08:24:47,2024-03-15 08:31:24,2024-03-15 08:25:56,2024-03-15 08:36:39,Excessive Stop Dwell Time,Minor hold at S-03 — dwell over by 4m (possible fare dispute or door fault)
R-102,R-102-T-010,S-04,4,0.7,2024-03-15 08:36:52,2024-03-15 08:47:46,2024-03-15 08:37:51,2024-03-15 08:48:45,Route Congestion Pattern,"Localised bottleneck near S-04 on R-102 — isolated arrival delay of 11m, dwell normal"
R-102,R-102-T-010,S-05,5,1.1,2024-03-15 08:40:06,2024-03-15 08:48:45,2024-03-15 08:41:19,2024-03-15 08:49:58,On Time,Within tolerance — 8.7m arrival variance
R-102,R-102-T-010,S-06,6,2.7,2024-03-15 08:44:22,2024-03-15 08:53:19,2024-03-15 08:45:18,2024-03-15 08:54:15,On Time,Within tolerance — 8.9m arrival variance
R-102,R-102-T-010,S-07,7,2.0,2024-03-15 08:52:12,2024-03-15 08:59:04,2024-03-15 08:53:06,2024-03-15 08:59:58,On Time,Within tolerance — 6.9m arrival variance
R-102,R-102-T-010,S-08,8,0.9,2024-03-15 08:58:51,2024-03-15 09:10:04,2024-03-15 09:00:09,2024-03-15 09:11:22,Route Congestion Pattern,"Localised bottleneck near S-08 on R-102 — isolated arrival delay of 11m, dwell normal"
R-102,R-102-T-010,S-09,9,4.2,2024-03-15 09:03:20,2024-03-15 09:13:41,2024-03-15 09:04:15,2024-03-15 09:14:36,Unrealistic Timetable,Schedule assumes no traffic — requires 75 km/h from S-09; needs revision to allow for signals and stops
R-102,R-102-T-010,S-10,10,0.0,2024-03-15 09:07:37,2024-03-15 09:16:23,2024-03-15 09:10:47,2024-03-15 09:19:33,On Time,Within tolerance — 8.8m arrival variance
R-103,R-103-T-001,S-01,1,2.8,2024-03-15 06:00:00,2024-03-15 06:00:00,2024-03-15 06:02:27,2024-03-15 06:06:51,Excessive Stop Dwell Time,Minor hold at S-01 — dwell over by 4m (possible fare dispute or door fault)
R-103,R-103-T-001,S-02,2,3.0,2024-03-15 06:10:55,2024-03-15 06:13:51,2024-03-15 06:12:24,2024-03-15 06:15:20,On Time,Within tolerance — 2.9m arrival variance
R-103,R-103-T-001,S-03,3,2.5,2024-03-15 06:22:34,2024-03-15 06:24:32,2024-03-15 06:23:39,2024-03-15 06:25:37,On Time,Within tolerance — 2.0m arrival variance
R-103,R-103-T-001,S-04,4,5.6,2024-03-15 06:32:22,2024-03-15 06:33:11,2024-03-15 06:33:30,2024-03-15 06:34:19,Unrealistic Timetable,Schedule physically impossible — requires 96 km/h between S-04 and next stop (urban bus max ~50 km/h)
R-103,R-103-T-001,S-05,5,2.6,2024-03-15 06:37:00,2024-03-15 06:41:08,2024-03-15 06:37:39,2024-03-15 06:41:47,On Time,Within tolerance — 4.1m arrival variance
R-103,R-103-T-001,S-06,6,0.8,2024-03-15 06:44:49,2024-03-15 06:46:59,2024-03-15 06:46:03,2024-03-15 06:48:13,On Time,Within tolerance — 2.2m arrival variance
R-103,R-103-T-001,S-07,7,2.7,2024-03-15 06:48:01,2024-03-15 06:50:36,2024-03-15 06:49:19,2024-03-15 06:51:54,On Time,Within tolerance — 2.6m arrival variance
R-103,R-103-T-001,S-08,8,1.3,2024-03-15 06:57:15,2024-03-15 06:58:39,2024-03-15 06:58:28,2024-03-15 06:59:52,On Time,Within tolerance — 1.4m arrival variance
R-103,R-103-T-001,S-09,9,1.7,2024-03-15 07:02:06,2024-03-15 07:02:31,2024-03-15 07:02:55,2024-03-15 07:07:49,Excessive Stop Dwell Time,Minor hold at S-09 — dwell over by 4m (possible fare dispute or door fault)
R-103,R-103-T-001,S-10,10,0.0,2024-03-15 07:07:29,2024-03-15 07:09:14,2024-03-15 07:09:46,2024-03-15 07:11:31,On Time,Within tolerance — 1.8m arrival variance
R-103,R-103-T-002,S-01,1,0.8,2024-03-15 06:13:00,2024-03-15 06:14:29,2024-03-15 06:16:40,2024-03-15 06:18:09,On Time,Within tolerance — 1.5m arrival variance
R-103,R-103-T-002,S-02,2,1.6,2024-03-15 06:18:43,2024-03-15 06:19:34,2024-03-15 06:19:37,2024-03-15 06:20:28,On Time,Within tolerance — 0.8m arrival variance
R-103,R-103-T-002,S-03,3,2.1,2024-03-15 06:25:50,2024-03-15 06:26:52,2024-03-15 06:26:57,2024-03-15 06:27:59,On Time,Within tolerance — 1.0m arrival variance
R-103,R-103-T-002,S-04,4,4.7,2024-03-15 06:35:13,2024-03-15 06:35:45,2024-03-15 06:35:47,2024-03-15 06:36:19,Unrealistic Timetable,Schedule assumes no traffic — requires 76 km/h from S-04; needs revision to allow for signals and stops
R-103,R-103-T-002,S-05,5,1.5,2024-03-15 06:39:31,2024-03-15 06:42:00,2024-03-15 06:40:10,2024-03-15 06:42:39,On Time,Within tolerance — 2.5m arrival variance
R-103,R-103-T-002,S-06,6,2.4,2024-03-15 06:44:55,2024-03-15 06:47:21,2024-03-15 06:45:40,2024-03-15 06:48:06,On Time,Within tolerance — 2.4m arrival variance
R-103,R-103-T-002,S-07,7,0.9,2024-03-15 06:54:12,2024-03-15 06:55:16,2024-03-15 06:55:26,2024-03-15 06:56:30,On Time,Within tolerance — 1.1m arrival variance
R-103,R-103-T-002,S-08,8,2.7,2024-03-15 06:57:49,2024-03-15 06:58:21,2024-03-15 06:59:03,2024-03-15 06:59:35,On Time,Within tolerance — 0.5m arrival variance
R-103,R-103-T-002,S-09,9,2.1,2024-03-15 07:08:11,2024-03-15 07:08:11,2024-03-15 07:09:28,2024-03-15 07:09:28,On Time,Within tolerance — 0.0m arrival variance
R-103,R-103-T-002,S-10,10,0.0,2024-03-15 07:15:32,2024-03-15 07:15:32,2024-03-15 07:17:34,2024-03-15 07:17:34,On Time,Within tolerance — 0.0m arrival variance
R-103,R-103-T-003,S-01,1,2.8,2024-03-15 06:30:00,2024-03-15 06:31:17,2024-03-15 06:33:46,2024-03-15 06:35:03,On Time,Within tolerance — 1.3m arrival variance
R-103,R-103-T-003,S-02,2,1.6,2024-03-15 06:41:20,2024-03-15 06:41:20,2024-03-15 06:42:03,2024-03-15 06:42:03,On Time,Within tolerance — 0.0m arrival variance
R-103,R-103-T-003,S-03,3,2.7,2024-03-15 06:47:51,2024-03-15 06:49:09,2024-03-15 06:49:21,2024-03-15 06:50:39,On Time,Within tolerance — 1.3m arrival variance
R-103,R-103-T-003,S-04,4,6.4,2024-03-15 06:58:08,2024-03-15 06:58:08,2024-03-15 06:59:18,2024-03-15 06:59:18,Unrealistic Timetable,Schedule physically impossible — requires 82 km/h between S-04 and next stop (urban bus max ~50 km/h)
R-103,R-103-T-003,S-05,5,1.9,2024-03-15 07:04:00,2024-03-15 07:04:00,2024-03-15 07:04:40,2024-03-15 07:04:40,On Time,Within tolerance — 0.0m arrival variance
R-103,R-103-T-003,S-06,6,2.4,2024-03-15 07:11:22,2024-03-15 07:11:22,2024-03-15 07:12:04,2024-03-15 07:12:04,On Time,Within tolerance — 0.0m arrival variance
R-103,R-103-T-003,S-07,7,2.8,2024-03-15 07:20:07,2024-03-15 07:21:07,2024-03-15 07:21:09,2024-03-15 07:22:09,On Time,Within tolerance — 1.0m arrival variance
R-103,R-103-T-003,S-08,8,2.2,2024-03-15 07:30:57,2024-03-15 07:31:21,2024-03-15 07:32:07,2024-03-15 07:32:31,On Time,Within tolerance — 0.4m arrival variance
R-103,R-103-T-003,S-09,9,2.9,2024-03-15 07:39:35,2024-03-15 07:39:48,2024-03-15 07:40:29,2024-03-15 07:43:49,Excessive Stop Dwell Time,Minor hold at S-09 — dwell over by 3m (possible fare dispute or door fault)
R-103,R-103-T-003,S-10,10,0.0,2024-03-15 07:49:11,2024-03-15 07:51:31,2024-03-15 07:51:30,2024-03-15 07:53:50,On Time,Within tolerance — 2.3m arrival variance
R-103,R-103-T-004,S-01,1,1.9,2024-03-15 06:44:00,2024-03-15 06:44:00,2024-03-15 06:46:58,2024-03-15 06:46:58,On Time,Within tolerance — 0.0m arrival variance
R-103,R-103-T-004,S-02,2,2.9,2024-03-15 06:54:29,2024-03-15 06:55:55,2024-03-15 06:55:22,2024-03-15 06:56:48,On Time,Within tolerance — 1.4m arrival variance
R-103,R-103-T-004,S-03,3,1.1,2024-03-15 07:02:25,2024-03-15 07:03:35,2024-03-15 07:03:29,2024-03-15 07:09:20,Excessive Stop Dwell Time,Minor hold at S-03 — dwell over by 5m (possible fare dispute or door fault)
R-103,R-103-T-004,S-04,4,5.3,2024-03-15 07:06:16,2024-03-15 07:13:02,2024-03-15 07:07:31,2024-03-15 07:19:37,Excessive Stop Dwell Time,Boarding surge — dwell exceeded schedule by 5m at S-04 (likely high-volume stop or accessibility ramp)
R-103,R-103-T-004,S-05,5,2.1,2024-03-15 07:11:28,2024-03-15 07:21:24,2024-03-15 07:12:39,2024-03-15 07:22:35,On Time,Within tolerance — 9.9m arrival variance
R-103,R-103-T-004,S-06,6,2.5,2024-03-15 07:19:50,2024-03-15 07:28:51,2024-03-15 07:20:36,2024-03-15 07:29:37,On Time,Within tolerance — 9.0m arrival variance
R-103,R-103-T-004,S-07,7,2.0,2024-03-15 07:26:38,2024-03-15 07:34:30,2024-03-15 07:27:18,2024-03-15 07:35:10,On Time,Within tolerance — 7.9m arrival variance
R-103,R-103-T-004,S-08,8,1.1,2024-03-15 07:35:04,2024-03-15 07:41:21,2024-03-15 07:36:05,2024-03-15 07:42:22,On Time,Within tolerance — 6.3m arrival variance
R-103,R-103-T-004,S-09,9,1.3,2024-03-15 07:39:06,2024-03-15 07:45:45,2024-03-15 07:39:42,2024-03-15 07:46:21,On Time,Within tolerance — 6.7m arrival variance
R-103,R-103-T-004,S-10,10,0.0,2024-03-15 07:44:13,2024-03-15 07:48:43,2024-03-15 07:46:25,2024-03-15 07:50:55,On Time,Within tolerance — 4.5m arrival variance
R-103,R-103-T-005,S-01,1,0.7,2024-03-15 06:58:00,2024-03-15 06:58:00,2024-03-15 07:00:22,2024-03-15 07:00:22,On Time,Within tolerance — 0.0m arrival variance
R-103,R-103-T-005,S-02,2,1.0,2024-03-15 07:02:15,2024-03-15 07:02:15,2024-03-15 07:03:43,2024-03-15 07:03:43,On Time,Within tolerance — 0.0m arrival variance
R-103,R-103-T-005,S-03,3,1.4,2024-03-15 07:06:40,2024-03-15 07:09:50,2024-03-15 07:07:54,2024-03-15 07:11:04,On Time,Within tolerance — 3.2m arrival variance
R-103,R-103-T-005,S-04,4,5.6,2024-03-15 07:11:33,2024-03-15 07:15:26,2024-03-15 07:12:19,2024-03-15 07:16:12,Unrealistic Timetable,Schedule physically impossible — requires 104 km/h between S-04 and next stop (urban bus max ~50 km/h)
R-103,R-103-T-005,S-05,5,1.4,2024-03-15 07:15:32,2024-03-15 07:16:38,2024-03-15 07:16:13,2024-03-15 07:17:19,On Time,Within tolerance — 1.1m arrival variance
R-103,R-103-T-005,S-06,6,1.3,2024-03-15 07:19:54,2024-03-15 07:19:54,2024-03-15 07:20:27,2024-03-15 07:20:27,On Time,Within tolerance — 0.0m arrival variance
R-103,R-103-T-005,S-07,7,2.9,2024-03-15 07:24:34,2024-03-15 07:26:58,2024-03-15 07:25:50,2024-03-15 07:28:14,On Time,Within tolerance — 2.4m arrival variance
R-103,R-103-T-005,S-08,8,0.7,2024-03-15 07:33:14,2024-03-15 07:33:14,2024-03-15 07:34:40,2024-03-15 07:34:40,On Time,Within tolerance — 0.0m arrival variance
R-103,R-103-T-005,S-09,9,2.3,2024-03-15 07:36:54,2024-03-15 07:36:54,2024-03-15 07:38:22,2024-03-15 07:38:22,On Time,Within tolerance — 0.0m arrival variance
R-103,R-103-T-005,S-10,10,0.0,2024-03-15 07:44:33,2024-03-15 07:45:10,2024-03-15 07:47:16,2024-03-15 07:47:53,On Time,Within tolerance — 0.6m arrival variance
R-103,R-103-T-006,S-01,1,1.5,2024-03-15 07:18:00,2024-03-15 07:18:00,2024-03-15 07:20:17,2024-03-15 07:24:45,Excessive Stop Dwell Time,Minor hold at S-01 — dwell over by 4m (possible fare dispute or door fault)
R-103,R-103-T-006,S-02,2,1.5,2024-03-15 07:24:56,2024-03-15 07:33:22,2024-03-15 07:26:24,2024-03-15 07:34:50,On Time,Within tolerance — 8.4m arrival variance
R-103,R-103-T-006,S-03,3,0.7,2024-03-15 07:30:26,2024-03-15 07:42:36,2024-03-15 07:31:52,2024-03-15 07:44:02,Route Congestion Pattern,"Localised bottleneck near S-03 on R-103 — isolated arrival delay of 12m, dwell normal"
R-103,R-103-T-006,S-04,4,5.8,2024-03-15 07:34:10,2024-03-15 07:47:06,2024-03-15 07:35:16,2024-03-15 07:48:12,Unrealistic Timetable,Schedule physically impossible — requires 113 km/h between S-04 and next stop (urban bus max ~50 km/h)
R-103,R-103-T-006,S-05,5,1.6,2024-03-15 07:38:21,2024-03-15 07:48:20,2024-03-15 07:39:12,2024-03-15 07:49:11,On Time,Within tolerance — 10.0m arrival variance
R-103,R-103-T-006,S-06,6,2.0,2024-03-15 07:45:15,2024-03-15 07:55:24,2024-03-15 07:46:40,2024-03-15 07:56:49,Route Congestion Pattern,"Localised bottleneck near S-06 on R-103 — isolated arrival delay of 10m, dwell normal"
R-103,R-103-T-006,S-07,7,2.1,2024-03-15 07:52:54,2024-03-15 08:01:50,2024-03-15 07:54:08,2024-03-15 08:03:04,On Time,Within tolerance — 8.9m arrival variance
R-103,R-103-T-006,S-08,8,2.2,2024-03-15 08:01:21,2024-03-15 08:09:13,2024-03-15 08:02:13,2024-03-15 08:10:05,On Time,Within tolerance — 7.9m arrival variance
R-103,R-103-T-006,S-09,9,2.6,2024-03-15 08:08:50,2024-03-15 08:20:08,2024-03-15 08:09:32,2024-03-15 08:20:50,Route Congestion Pattern,"Localised bottleneck near S-09 on R-103 — isolated arrival delay of 11m, dwell normal"
R-103,R-103-T-006,S-10,10,0.0,2024-03-15 08:18:10,2024-03-15 08:27:29,2024-03-15 08:20:11,2024-03-15 08:29:30,On Time,Within tolerance — 9.3m arrival variance
R-103,R-103-T-007,S-01,1,2.7,2024-03-15 07:34:00,2024-03-15 07:35:02,2024-03-15 07:36:11,2024-03-15 07:37:13,On Time,Within tolerance — 1.0m arrival variance
R-103,R-103-T-007,S-02,2,1.2,2024-03-15 07:45:48,2024-03-15 07:45:48,2024-03-15 07:46:45,2024-03-15 07:46:45,On Time,Within tolerance — 0.0m arrival variance
R-103,R-103-T-007,S-03,3,1.5,2024-03-15 07:50:13,2024-03-15 07:50:13,2024-03-15 07:50:44,2024-03-15 07:50:44,On Time,Within tolerance — 0.0m arrival variance
R-103,R-103-T-007,S-04,4,4.4,2024-03-15 07:55:18,2024-03-15 07:55:18,2024-03-15 07:55:58,2024-03-15 07:55:58,Unrealistic Timetable,Schedule physically impossible — requires 81 km/h between S-04 and next stop (urban bus max ~50 km/h)
R-103,R-103-T-007,S-05,5,1.2,2024-03-15 07:59:13,2024-03-15 07:59:13,2024-03-15 08:00:38,2024-03-15 08:05:10,Excessive Stop Dwell Time,Minor hold at S-05 — dwell over by 5m (possible fare dispute or door fault)
R-103,R-103-T-007,S-06,6,1.5,2024-03-15 08:04:16,2024-03-15 08:07:49,2024-03-15 08:05:22,2024-03-15 08:08:55,On Time,Within tolerance — 3.5m arrival variance
R-103,R-103-T-007,S-07,7,2.5,2024-03-15 08:09:21,2024-03-15 08:11:50,2024-03-15 08:10:02,2024-03-15 08:12:31,On Time,Within tolerance — 2.5m arrival variance
R-103,R-103-T-007,S-08,8,1.0,2024-03-15 08:19:10,2024-03-15 08:22:03,2024-03-15 08:20:19,2024-03-15 08:23:12,On Time,Within tolerance — 2.9m arrival variance
R-103,R-103-T-007,S-09,9,2.3,2024-03-15 08:23:22,2024-03-15 08:23:22,2024-03-15 08:24:32,2024-03-15 08:24:32,On Time,Within tolerance — 0.0m arrival variance
R-103,R-103-T-007,S-10,10,0.0,2024-03-15 08:30:53,2024-03-15 08:30:53,2024-03-15 08:33:00,2024-03-15 08:33:00,On Time,Within tolerance — 0.0m arrival variance
